transaction_id,amount,hour,account_age_days,transactions_last_hour,failed_transactions,distance_from_home,is_fraud
7792,390.67,12,2585,0,0,4.19,0
7793,4387.85,18,962,1,0,26.33,0
7794,24235.63,20,1429,1,1,21.16,0
7795,7151.36,15,2173,1,1,16.34,0
7796,6968.9,21,738,5,1,46.1,0
7797,3262.03,9,950,2,0,12.76,0
7798,6230.16,9,2737,2,0,7.66,0
7799,1389.78,15,2008,1,0,1.02,0
7800,4529.6,20,1607,0,0,0.83,0
7801,187.57,19,1463,2,0,32.36,0
7802,8235.94,17,1971,2,1,7.03,0
7803,1755.95,9,396,1,1,11.64,0
7804,471.31,7,461,1,2,8.15,0
7805,247.51,9,1719,4,0,58.74,1
7806,667.76,14,1333,3,0,37.42,0
7807,1057.02,7,2714,2,0,13.67,0
7808,4261.01,13,475,3,1,44.77,0
7809,633.62,5,1904,3,1,26.9,0
7810,2343.3,10,2706,2,0,10.22,0
7811,1961.0,3,1424,2,0,7.35,0
7812,2578.05,22,1631,1,1,28.15,0
7813,13123.15,22,525,5,0,4.66,0
7814,2138.66,15,2004,2,0,4.77,0
7815,1984.93,19,1688,3,1,8.13,0
7816,4226.71,21,962,1,1,34.93,0
7817,4226.74,0,1192,0,1,2.26,0
7818,4509.02,8,2079,2,0,16.95,1
7819,1576.67,6,1676,2,0,4.36,0
7820,1051.78,1,2304,1,1,5.05,0
7821,397.73,10,1072,0,1,22.26,0
7822,2588.09,21,1301,1,0,9.19,0
7823,6789.24,13,1604,0,1,39.97,0
7824,1170.84,14,1742,3,1,40.17,0
7825,4444.7,12,1068,2,0,16.92,0
7826,4792.54,1,1100,2,0,9.06,0
7827,4996.25,15,2983,3,1,19.7,0
7828,3677.2,7,1392,0,0,34.78,0
7829,2885.95,20,187,1,0,28.04,0
7830,629.43,9,1834,3,0,19.53,0
7831,990.78,13,907,3,0,1.46,0
7832,8438.3,18,683,4,0,33.01,0
7833,430.02,17,845,3,0,44.0,0
7834,3110.65,20,452,3,0,9.19,0
7835,1840.59,19,2502,4,1,7.62,0
7836,7810.51,10,530,4,1,33.06,0
7837,2889.0,19,2211,1,0,5.03,0
7838,9081.81,0,2959,1,0,43.09,0
7839,13457.27,0,1554,4,0,20.33,0
7840,3631.43,2,2887,1,0,9.37,0
7841,1890.89,10,1445,3,0,9.34,0
7842,598.79,17,260,1,1,45.43,0
7843,540.82,20,202,2,0,4.57,0
7844,2316.97,16,863,1,2,34.26,0
7845,2652.09,11,2194,0,0,13.71,0
7846,484.02,6,644,1,0,11.56,0
7847,2822.6,17,1621,0,0,11.3,0
7848,211.3,22,940,3,0,33.21,0
7849,9004.25,9,662,1,0,14.7,0
7850,1271.75,11,1358,1,1,9.24,1
7851,1364.92,13,884,2,0,29.01,0
7852,1561.8,17,1019,3,0,39.64,0
7853,383.22,0,148,0,0,10.55,0
7854,463.89,0,2157,2,1,11.42,0
7855,15639.1,3,2055,1,1,7.72,0
7856,2561.66,12,1987,2,1,22.88,0
7857,1263.48,1,643,2,0,28.49,0
7858,975.1,9,1235,1,0,24.18,0
7859,2972.16,0,943,1,0,54.56,0
7860,3281.61,20,2819,0,1,6.04,0
7861,9962.09,7,139,3,0,52.64,0
7862,2210.1,8,507,3,1,5.39,0
7863,3223.03,12,2685,0,0,5.06,0
7864,2735.7,12,538,0,0,4.92,0
7865,869.06,23,1106,0,0,33.1,0
7866,2081.86,2,314,2,0,13.26,1
7867,244.32,2,2067,1,0,20.79,0
7868,184.58,23,2882,4,0,3.7,0
7869,1198.45,23,1702,0,1,12.2,0
7870,1351.46,0,61,3,1,19.51,0
7871,17853.78,23,2219,8,1,5.67,0
7872,2225.45,19,622,3,1,34.16,0
7873,3175.1,3,2410,2,0,18.63,0
7874,7459.28,12,796,1,0,13.58,0
7875,3825.38,19,1279,2,0,11.19,0
7876,3899.93,10,1742,2,1,11.3,0
7877,2652.53,16,96,5,2,7.57,0
7878,3272.24,9,1123,4,1,22.39,0
7879,3821.1,14,831,2,0,36.23,0
7880,4050.6,3,1083,1,2,33.35,0
7881,2147.23,20,2361,0,0,5.65,0
7882,769.06,15,1543,2,1,6.53,0
7883,400.11,9,1760,3,0,24.3,0
7884,675.26,2,911,2,0,51.06,0
7885,283.05,13,2298,6,0,16.7,0
7886,7660.01,8,1980,3,0,0.89,0
7887,7364.57,9,2879,1,0,31.13,0
7888,15254.67,17,2076,3,1,37.16,0
7889,1421.91,7,1567,3,0,23.75,0
7890,6731.84,0,2036,1,0,1.74,0
7891,3175.9,23,1613,1,0,33.7,0
7892,2854.91,11,2239,2,1,15.97,0
7893,390.09,22,444,1,1,26.89,0
7894,1861.9,14,918,3,0,1.48,0
7895,720.28,18,102,1,3,6.42,0
7896,2269.87,12,951,2,1,29.76,0
7897,1918.64,14,1515,2,0,4.82,0
7898,590.21,15,2307,2,2,45.07,0
7899,1179.04,3,2633,0,2,19.31,0
7900,590.45,9,1362,0,0,11.45,0
7901,3786.54,4,2581,2,0,3.27,0
7902,994.37,2,391,3,0,23.41,0
7903,602.83,17,694,1,0,3.34,1
7904,4756.36,6,2007,2,0,28.0,0
7905,8087.04,18,1024,3,0,2.38,0
7906,2691.37,2,579,2,0,46.39,0
7907,2053.92,12,2526,5,0,15.89,0
7908,3156.21,15,2144,1,1,36.91,0
7909,1029.56,23,2321,5,0,5.19,0
7910,1367.85,7,242,1,0,15.55,0
7911,233.24,15,1033,2,0,17.17,0
7912,410.34,13,1276,2,0,27.38,0
7913,1355.62,23,1384,2,0,20.43,0
7914,17244.33,4,150,2,1,0.52,1
7915,2350.9,10,2823,5,0,13.72,0
7916,1675.16,18,2453,1,1,29.5,0
7917,2842.76,13,23,1,1,13.76,1
7918,5405.45,8,2828,2,0,9.8,0
7919,3936.78,6,2304,1,1,4.87,0
7920,4043.44,15,2235,1,1,10.18,0
7921,289.65,15,1283,2,0,13.65,0
7922,1867.64,20,966,0,0,48.75,0
7923,612.94,10,1890,2,1,10.46,0
7924,2116.35,22,1979,1,0,17.2,0
7925,370.1,16,2273,0,0,35.26,0
7926,6555.76,23,334,2,0,27.85,0
7927,7275.83,3,1744,2,2,4.33,0
7928,4695.71,22,318,3,0,26.7,0
7929,853.42,12,522,3,0,3.03,0
7930,2008.14,0,664,2,1,25.38,0
7931,1021.4,16,498,1,1,19.03,0
7932,769.01,5,809,0,0,49.86,0
7933,2609.45,14,466,4,2,39.97,0
7934,4816.35,1,1738,0,0,8.57,1
7935,1816.5,15,700,3,0,22.92,0
7936,1696.72,20,2149,2,0,44.83,0
7937,2224.14,15,573,1,2,28.4,0
7938,2438.25,23,2241,0,0,7.75,0
7939,3202.54,13,1636,2,1,14.26,0
7940,3670.74,0,1216,2,0,12.36,0
7941,1174.21,3,1784,1,1,0.02,0
7942,4339.14,9,2949,2,2,14.36,0
7943,3642.0,21,1111,1,0,37.67,0
7944,1381.83,16,1321,5,0,10.28,0
7945,2510.97,19,1523,3,0,1.74,0
7946,14553.75,18,2664,2,2,16.57,0
7947,4140.24,5,580,0,1,22.03,0
7948,4488.2,9,2144,6,2,14.38,0
7949,2577.5,21,838,2,1,30.68,0
7950,3529.67,19,2927,1,1,37.19,0
7951,9242.35,11,2128,1,0,1.12,0
7952,1141.12,19,1030,0,1,6.85,0
7953,5375.78,15,1896,1,0,25.98,0
7954,3049.17,6,1353,2,1,0.96,0
7955,1008.26,23,2950,2,0,9.4,0
7956,3674.71,4,673,2,3,22.75,0
7957,20124.27,16,2929,2,0,64.32,0
7958,313.18,15,41,4,0,15.27,0
7959,1166.2,10,1706,2,0,32.7,0
7960,2144.66,5,616,2,4,34.25,0
7961,279.1,15,275,1,1,13.51,0
7962,1540.47,0,1278,3,0,31.79,0
7963,1180.32,22,769,6,0,24.68,0
7964,2570.34,6,2843,1,0,17.0,0
7965,162.41,3,2203,4,0,18.05,0
7966,2456.8,14,1356,0,0,2.37,0
7967,1691.47,3,251,1,0,2.37,0
7968,272.74,19,1920,2,0,8.91,0
7969,3532.4,19,641,1,0,20.52,0
7970,3658.59,2,1436,3,0,0.28,0
7971,3695.9,20,2291,2,0,14.75,0
7972,10.48,7,1413,2,0,1.53,0
7973,2751.36,20,58,2,1,2.69,0
7974,2211.43,6,1125,3,1,24.89,0
7975,1071.81,9,1746,1,1,41.05,0
7976,2406.04,18,2988,0,2,34.88,0
7977,2292.69,9,1505,2,0,14.0,0
7978,4156.1,19,1652,1,1,35.25,0
7979,1064.49,8,2299,2,0,24.46,0
7980,766.13,17,2628,4,0,24.13,0
7981,1979.33,21,830,3,0,18.33,0
7982,648.82,2,2428,2,1,31.09,0
7983,6168.47,4,422,2,0,11.49,0
7984,99.26,23,887,1,1,30.21,0
7985,2841.97,8,731,3,0,1.65,0
7986,7976.22,8,2309,3,1,15.58,0
7987,1101.09,3,519,1,0,19.41,1
7988,482.39,16,2406,2,0,18.01,0
7989,1950.68,20,1569,3,1,35.29,0
7990,1898.57,10,2358,3,1,20.39,0
7991,5886.0,18,2478,0,1,21.43,0
7992,301.28,8,2523,3,0,21.03,0
7993,2053.03,21,1940,2,1,44.42,0
7994,911.81,6,689,1,2,23.26,0
7995,7540.09,0,950,3,1,27.87,0
7996,1742.93,6,375,2,0,19.94,1
7997,343.42,19,601,1,0,29.11,0
7998,4585.38,4,676,1,0,13.37,0
7999,178.88,15,2,3,0,26.0,0
8000,2858.99,10,319,2,1,1.11,0
8001,1157.41,1,562,2,1,24.21,0
8002,1044.88,16,1801,3,0,22.3,0
8003,2617.89,13,2724,1,0,14.57,0
8004,408.59,15,1340,2,0,46.79,0
8005,904.24,9,2050,4,1,0.15,0
8006,327.96,3,987,6,1,5.68,0
8007,4520.68,17,1611,0,1,51.25,0
8008,7865.34,12,1580,2,0,11.91,0
8009,3324.47,22,1944,2,0,19.3,0
8010,1791.14,11,1277,2,0,16.82,0
8011,2724.02,16,1299,0,0,1.01,0
8012,950.88,16,321,2,0,1.37,0
8013,10286.42,19,877,3,1,8.05,0
8014,340.57,5,2596,1,0,12.26,0
8015,7008.33,8,2914,0,1,1.08,0
8016,1372.53,4,1791,1,0,15.52,0
8017,6439.85,17,1809,1,1,0.9,0
8018,1201.7,15,2848,4,0,27.89,0
8019,3773.27,8,2808,3,2,41.43,0
8020,2758.3,3,2286,1,0,19.98,0
8021,1486.1,13,2671,3,0,26.55,0
8022,987.68,11,730,0,1,43.67,0
8023,1048.4,0,1498,2,0,38.81,0
8024,4946.74,14,2745,3,0,22.5,0
8025,1237.36,11,2984,4,0,4.56,0
8026,205.07,13,876,2,0,9.89,0
8027,305.75,19,2293,1,1,45.08,0
8028,435.59,6,1567,3,1,19.28,0
8029,4498.45,11,734,1,0,26.13,0
8030,3319.15,23,44,3,1,27.18,0
8031,2409.4,6,1811,4,1,3.08,0
8032,1211.24,11,2155,2,0,23.76,0
8033,4858.17,6,23,3,0,55.46,0
8034,2745.36,18,1272,3,0,13.88,0
8035,2761.21,10,386,1,0,16.94,0
8036,1433.37,11,1040,3,0,4.07,0
8037,1890.82,16,54,2,1,8.18,0
8038,698.77,19,1119,2,1,38.47,0
8039,2695.34,1,2652,5,3,34.77,0
8040,1558.35,8,2629,2,0,31.4,0
8041,2704.27,15,1632,0,0,19.19,0
8042,1707.66,1,2849,2,0,11.34,0
8043,3904.05,22,1037,1,1,20.15,0
8044,1421.83,8,2562,1,0,25.24,0
8045,678.12,1,2344,2,2,61.38,0
8046,4246.24,0,2942,4,0,18.37,0
8047,334.39,15,2489,3,1,20.99,0
8048,6715.59,20,1862,5,1,18.31,0
8049,7671.15,15,712,1,1,38.77,0
8050,582.93,15,2653,2,0,13.87,0
8051,1962.07,17,426,3,0,20.93,0
8052,1688.48,1,1514,3,0,12.85,0
8053,1381.08,0,2511,3,1,41.21,0
8054,803.79,22,628,0,0,0.48,0
8055,7404.23,22,725,4,1,20.01,0
8056,3842.07,4,340,2,1,20.68,0
8057,1420.39,13,490,3,0,9.1,1
8058,6545.14,1,1817,7,1,21.25,0
8059,58.04,20,2911,1,2,6.8,0
8060,971.58,1,1288,3,0,32.82,0
8061,1055.22,3,2229,1,0,14.81,0
8062,5068.16,8,796,2,0,37.73,0
8063,1572.47,20,2515,3,1,22.57,0
8064,8428.9,23,69,2,2,13.53,0
8065,672.19,10,2753,2,0,13.11,0
8066,1283.43,10,2906,0,0,31.65,0
8067,9173.76,5,2404,0,1,4.9,0
8068,2840.4,23,1501,2,2,35.64,0
8069,6634.27,16,59,2,1,1.01,0
8070,2732.22,21,1652,3,2,16.73,0
8071,680.21,13,2735,1,1,37.93,0
8072,1232.02,21,252,2,0,36.43,0
8073,480.53,2,791,0,0,14.15,0
8074,185.76,16,605,6,0,36.22,0
8075,1035.18,23,1093,3,0,9.2,0
8076,124.12,2,707,4,1,7.27,0
8077,2885.23,14,183,5,1,2.06,0
8078,8363.06,8,2493,1,0,22.81,0
8079,765.36,6,2821,3,1,22.42,0
8080,755.83,16,1677,2,0,12.26,0
8081,2475.88,5,2603,1,0,12.27,0
8082,3695.45,23,14,6,0,24.92,0
8083,2207.05,9,1122,3,0,5.29,0
8084,6606.23,17,1437,3,3,19.43,0
8085,4163.93,3,1399,4,0,0.72,0
8086,5477.06,14,2328,2,0,31.83,0
8087,1094.08,22,353,1,0,29.34,0
8088,7926.57,18,1897,1,0,42.45,0
8089,1057.73,2,477,3,1,13.78,0
8090,33.13,2,748,3,0,18.58,0
8091,3437.82,23,354,2,1,5.71,0
8092,3226.35,5,1301,4,1,0.97,0
8093,4725.32,18,2567,1,0,10.94,0
8094,2494.34,0,694,1,0,22.46,0
8095,1773.79,0,891,1,0,1.31,1
8096,2029.19,20,1535,2,2,16.02,0
8097,5321.64,14,333,3,0,6.97,0
8098,340.28,23,1011,2,1,54.0,0
8099,7145.44,9,2789,1,1,37.15,0
8100,1807.97,20,783,0,0,9.2,0
8101,745.52,23,544,0,0,24.0,0
8102,14508.32,9,219,1,1,0.75,0
8103,9060.89,12,2892,2,1,12.53,0
8104,9525.43,9,730,1,0,18.24,0
8105,3527.32,8,576,0,1,64.78,0
8106,3948.39,18,1293,0,0,42.78,0
8107,1950.0,13,926,1,1,39.15,0
8108,1715.76,6,1118,1,0,20.12,0
8109,2247.53,6,726,4,0,38.28,0
8110,2008.82,9,1063,1,1,4.74,0
8111,180.36,22,1801,0,0,17.66,0
8112,3994.93,8,379,1,1,41.64,0
8113,5535.14,15,1455,4,0,43.34,0
8114,2654.49,18,1490,1,0,19.04,0
8115,4716.34,11,2629,0,0,30.39,0
8116,665.66,16,1842,3,1,10.63,0
8117,3245.3,20,2815,1,1,19.49,0
8118,4212.08,5,151,0,2,21.5,0
8119,4032.66,18,1580,2,2,22.93,0
8120,4331.59,4,2204,1,1,13.24,0
8121,483.69,18,863,2,1,5.25,0
8122,154.7,22,1778,2,0,36.45,0
8123,4955.02,11,2647,5,0,23.73,0
8124,1912.96,21,1183,2,0,23.69,0
8125,5347.52,6,1402,2,2,14.59,0
8126,3360.37,22,2064,2,0,1.05,0
8127,2448.65,17,1102,2,0,31.88,0
8128,6705.28,2,2103,3,1,22.39,0
8129,43.87,6,1058,2,0,1.21,0
8130,2476.97,6,1916,0,0,39.39,0
8131,1241.53,8,129,1,0,22.82,0
8132,3651.27,3,2118,4,0,1.55,0
8133,3019.17,21,2586,0,0,11.29,0
8134,31.02,5,1947,4,0,8.48,0
8135,636.88,4,1914,2,0,21.04,0
8136,3528.45,18,1323,2,0,3.25,0
8137,2192.77,11,2310,1,1,27.3,0
8138,575.75,12,2697,4,0,0.61,0
8139,10765.08,18,139,2,0,15.69,0
8140,7659.43,10,2873,1,1,17.43,0
8141,170.99,3,2579,1,1,25.2,0
8142,1816.68,11,33,2,0,17.92,0
8143,371.37,5,1727,1,0,34.12,0
8144,487.31,15,1371,1,0,16.5,0
8145,4691.05,10,2654,4,0,74.95,0
8146,1282.76,3,767,0,0,32.65,0
8147,10475.97,11,1255,0,1,34.09,0
8148,7541.14,5,1913,4,0,37.48,0
8149,2523.34,17,763,2,2,14.43,0
8150,4740.86,0,1799,3,0,8.34,0
8151,1582.6,19,1870,1,0,12.8,0
8152,5439.0,18,2360,3,0,2.89,0
8153,4693.43,22,1782,1,0,18.08,0
8154,1726.3,23,1636,4,0,5.42,0
8155,1517.05,15,998,2,0,30.25,0
8156,1880.28,8,2963,1,0,24.37,1
8157,542.86,11,2462,1,0,4.76,0
8158,3543.93,10,1977,4,2,10.49,0
8159,2573.91,21,1644,3,1,15.8,0
8160,1310.85,9,165,4,2,40.44,0
8161,1382.6,7,2077,1,1,20.53,0
8162,844.43,3,1725,3,0,12.86,0
8163,2742.36,13,1104,0,0,9.04,0
8164,1180.46,18,1642,3,0,14.96,0
8165,1644.54,18,117,0,1,35.05,0
8166,1412.63,5,2098,1,0,8.99,0
8167,4609.24,5,1232,4,0,20.45,0
8168,4982.59,19,2858,3,0,7.47,0
8169,798.37,16,813,4,1,3.96,0
8170,5855.26,18,572,5,0,33.18,0
8171,1578.73,4,2718,1,1,44.09,0
8172,5303.59,10,221,0,1,24.41,0
8173,6352.04,2,1267,3,1,3.47,0
8174,593.35,4,1418,2,0,24.47,0
8175,313.73,14,1622,2,2,33.18,0
8176,223.11,5,1887,1,1,2.99,0
8177,1309.43,0,2698,1,0,15.03,0
8178,2619.95,4,821,5,0,1.65,0
8179,1212.74,5,1235,2,0,15.81,0
8180,6955.79,9,330,5,0,23.67,0
8181,4380.16,5,968,2,1,20.3,1
8182,1446.34,6,1789,2,0,45.32,1
8183,6090.21,2,2967,0,0,16.96,0
8184,2878.23,7,632,3,0,13.72,0
8185,2501.77,21,2275,0,0,36.73,0
8186,12.27,11,21,3,0,40.56,1
8187,1531.85,15,653,1,0,0.28,0
8188,1727.21,11,410,0,0,6.93,0
8189,318.43,15,2253,2,0,17.27,0
8190,4933.28,21,1615,3,0,0.3,0
8191,1417.31,22,871,0,0,49.5,0
8192,25.12,15,2738,0,0,60.24,0
8193,1481.66,12,1899,1,0,1.71,0
8194,3381.21,22,995,1,0,11.11,0
8195,523.36,3,1588,1,2,2.87,0
8196,179.25,4,1304,4,0,30.29,0
8197,916.31,4,1638,2,2,13.04,0
8198,1892.14,10,1160,3,0,20.85,0
8199,7873.08,21,2992,3,0,22.37,0
8200,2426.85,13,2446,2,0,30.38,0
8201,2814.79,12,2188,1,2,6.67,0
8202,938.28,2,1421,1,0,29.83,0
8203,1849.95,15,2744,2,0,37.18,0
8204,41.41,23,2403,2,0,7.46,0
8205,4482.08,0,909,2,0,18.15,0
8206,1238.15,19,730,0,1,1.95,0
8207,1169.88,7,1512,4,0,13.86,0
8208,4463.26,11,1393,2,1,1.92,0
8209,3440.71,16,7,2,0,10.69,0
8210,2695.62,19,2455,3,0,12.31,0
8211,671.39,12,317,3,2,5.82,0
8212,2136.2,20,943,1,0,13.08,0
8213,4089.74,4,2048,1,1,0.29,0
8214,8543.9,6,182,0,0,3.46,0
8215,3329.85,6,1237,4,0,8.57,0
8216,2245.32,13,381,1,1,18.24,0
8217,523.17,10,1574,0,1,10.59,0
8218,8590.71,20,737,2,0,73.14,0
8219,1675.57,13,618,3,1,9.02,0
8220,11775.57,9,1275,2,0,20.3,0
8221,612.7,12,2766,0,0,29.64,0
8222,2908.65,15,143,0,0,19.89,0
8223,4346.2,8,1728,2,0,3.55,0
8224,3349.35,5,670,2,0,11.33,0
8225,2288.61,12,2795,3,1,41.09,0
8226,4528.47,16,436,2,0,26.03,0
8227,8510.31,14,339,1,1,22.62,0
8228,1087.85,11,2811,2,1,4.66,0
8229,4864.72,23,416,0,0,16.32,0
8230,207.46,20,1657,1,1,45.4,0
8231,717.94,0,659,3,1,28.47,0
8232,1055.84,10,528,1,0,12.72,0
8233,1324.15,18,2077,0,0,12.57,0
8234,3122.47,12,2812,4,1,33.33,0
8235,2102.34,14,48,3,1,0.23,0
8236,1165.9,15,2679,1,0,21.74,0
8237,3285.15,21,1646,1,0,22.47,0
8238,8809.17,13,224,3,1,33.3,0
8239,2137.71,9,1741,1,0,17.01,0
8240,8352.21,8,2598,2,0,12.44,0
8241,7864.1,3,2473,2,1,52.41,0
8242,3575.03,14,2057,2,1,29.07,0
8243,73.75,11,1940,0,0,1.25,0
8244,8209.26,22,1373,0,1,7.16,0
8245,334.53,17,1495,2,0,29.41,0
8246,4143.39,3,733,2,1,45.8,0
8247,4234.96,13,2178,3,0,17.57,0
8248,9359.72,12,2764,2,0,31.74,0
8249,2157.87,2,616,1,0,1.86,0
8250,3611.87,0,1381,6,0,2.48,0
8251,3780.05,22,2418,0,2,24.83,0
8252,5755.41,8,810,1,0,28.12,0
8253,1255.41,16,2518,1,0,8.04,0
8254,5228.71,23,1864,2,1,31.39,0
8255,1709.32,13,199,0,0,47.07,0
8256,1014.83,14,1154,0,1,5.09,0
8257,4047.61,1,498,1,0,8.43,0
8258,4511.73,15,1886,0,1,15.18,0
8259,170.87,11,206,2,1,26.86,0
8260,381.0,19,2812,2,0,45.68,0
8261,3546.15,11,1034,2,0,2.52,0
8262,2482.91,13,1383,5,3,2.22,0
8263,1358.55,21,1214,1,1,8.06,0
8264,5938.4,0,2224,5,0,33.41,0
8265,2600.57,8,733,4,0,3.61,0
8266,157.05,9,1462,0,0,5.42,0
8267,832.07,13,72,1,0,7.2,0
8268,5095.99,14,1330,2,0,22.82,0
8269,10819.99,9,2605,1,0,0.01,0
8270,585.51,1,2441,2,0,20.12,0
8271,1110.0,3,1464,2,0,19.01,0
8272,718.72,23,150,1,2,40.52,0
8273,1273.23,17,1623,1,2,46.97,0
8274,1608.62,7,718,3,0,6.37,0
8275,1023.64,2,2192,3,0,32.92,0
8276,5837.29,3,517,3,1,34.87,0
8277,5101.36,23,593,2,0,13.1,0
8278,3678.75,20,2022,3,0,12.54,0
8279,2334.01,13,1126,3,1,20.34,0
8280,5745.38,11,1877,6,0,24.74,0
8281,394.88,22,2529,2,2,18.59,0
8282,976.42,7,2145,0,0,4.42,0
8283,3908.39,18,1878,3,0,12.44,0
8284,820.61,1,314,1,1,34.2,0
8285,1209.77,10,1527,2,0,20.04,0
8286,1888.48,1,602,1,1,6.25,0
8287,1844.92,19,2965,1,1,45.52,0
8288,639.06,20,415,4,1,34.65,0
8289,143.64,12,2100,3,0,14.65,0
8290,114.28,23,323,1,0,38.38,0
8291,705.3,10,2609,1,0,16.56,0
8292,250.86,23,1237,2,0,15.31,0
8293,9403.5,13,1642,1,0,13.59,0
8294,1890.2,0,754,1,0,7.16,0
8295,1238.64,23,1053,2,0,26.22,0
8296,527.74,23,2675,1,1,20.94,0
8297,2746.86,23,325,1,1,9.41,0
8298,7208.21,13,477,2,0,18.81,0
8299,1465.27,6,2339,2,0,34.01,0
8300,646.41,8,1242,2,0,22.77,0
8301,2885.13,19,2106,1,1,2.05,0
8302,946.55,17,999,2,1,24.31,0
8303,787.39,22,201,1,1,6.3,0
8304,5032.75,11,2349,4,0,14.48,0
8305,1782.54,15,882,5,0,19.19,0
8306,4369.22,13,1126,3,0,49.24,0
8307,2878.73,23,2822,1,0,23.55,0
8308,778.69,5,1134,3,0,36.5,0
8309,3454.7,16,2751,1,0,5.34,0
8310,3873.21,1,2477,6,1,0.55,0
8311,4964.52,12,743,5,1,25.2,0
8312,747.14,21,1168,1,1,0.48,0
8313,1735.56,8,21,2,0,32.46,0
8314,1370.6,13,849,2,0,7.82,0
8315,9436.94,0,1698,0,0,21.59,0
8316,7413.12,21,532,1,1,39.88,0
8317,2528.03,8,1094,2,0,32.61,0
8318,6139.98,14,2454,2,2,9.7,0
8319,1090.6,20,1304,4,2,11.56,0
8320,8068.71,3,907,2,0,51.92,0
8321,5661.77,7,75,2,0,7.32,0
8322,1794.28,22,1330,3,0,11.15,0
8323,3141.99,7,262,2,0,0.63,0
8324,376.23,19,1179,1,0,16.85,0
8325,140.29,23,2917,1,0,14.02,0
8326,1330.54,19,1887,0,1,24.26,0
8327,449.37,18,1724,5,2,27.05,0
8328,4264.91,20,2439,2,1,26.89,0
8329,5270.14,10,2218,1,2,19.4,0
8330,3222.47,12,1949,1,1,51.98,0
8331,4805.45,17,52,1,0,11.68,0
8332,878.33,10,1396,1,0,52.77,0
8333,231.14,10,1419,0,0,2.67,0
8334,296.66,14,622,4,1,1.45,0
8335,188.38,14,2044,2,0,10.84,0
8336,5098.55,6,2181,1,3,16.55,0
8337,2684.41,22,697,2,2,20.78,0
8338,4057.31,21,1598,1,1,4.65,0
8339,3507.39,8,1651,3,1,22.8,0
8340,1574.55,1,2707,2,1,63.51,0
8341,3749.16,18,322,3,0,20.96,0
8342,1159.46,20,1993,5,1,1.49,0
8343,14332.57,17,1415,2,0,26.46,0
8344,852.53,2,851,0,0,17.5,0
8345,194.82,23,2170,1,0,3.32,0
8346,1542.68,11,1246,2,0,9.47,0
8347,1540.74,9,1292,3,1,11.93,0
8348,7193.49,14,2763,3,1,14.82,0
8349,9986.74,14,122,4,0,47.35,0
8350,408.5,4,2560,1,1,25.72,0
8351,101.11,18,683,2,0,9.78,0
8352,3996.75,19,1441,2,1,4.16,0
8353,6566.36,18,1768,1,0,23.33,0
8354,1130.48,13,96,3,1,8.63,0
8355,1945.61,9,2280,1,0,31.38,0
8356,4241.83,23,2011,0,0,25.53,0
8357,228.95,7,1538,6,1,20.65,0
8358,234.86,17,540,3,2,6.97,0
8359,12017.92,12,2487,2,1,5.37,0
8360,498.73,3,398,2,0,3.83,0
8361,4149.01,12,895,2,0,13.66,0
8362,12099.7,6,454,0,0,5.19,0
8363,2843.56,18,1186,2,1,10.24,0
8364,789.88,5,652,0,0,2.64,0
8365,436.03,23,1643,1,0,47.57,0
8366,1933.44,17,1674,4,0,7.54,0
8367,1845.49,11,892,4,0,38.27,0
8368,1888.15,13,2455,2,1,54.34,0
8369,1216.39,8,1309,5,0,25.46,0
8370,2754.19,11,2582,2,0,39.19,0
8371,1668.3,3,2721,3,0,21.77,0
8372,86.67,21,2594,3,0,44.6,0
8373,4789.08,20,1302,3,0,0.96,0
8374,5898.54,16,2194,2,0,9.83,0
8375,2517.91,17,1607,1,0,45.42,0
8376,949.71,7,1655,3,1,23.02,0
8377,1000.69,15,1901,0,1,66.2,0
8378,3327.51,9,1841,0,1,7.24,0
8379,409.7,5,728,1,0,13.44,0
8380,4151.77,12,1182,0,0,19.46,0
8381,206.36,0,2182,0,0,9.27,0
8382,3475.32,10,1901,1,1,45.79,0
8383,5935.15,20,706,0,1,15.8,0
8384,7825.88,21,403,3,0,17.23,0
8385,5772.95,12,2377,0,0,13.04,0
8386,1142.62,20,1713,4,0,14.05,0
8387,257.05,13,1681,6,1,11.45,0
8388,746.14,6,2607,0,0,5.93,0
8389,1910.34,0,2535,0,0,29.91,0
8390,9593.53,7,568,3,0,7.44,0
8391,556.14,19,2540,1,0,0.23,0
8392,4157.31,16,330,3,0,14.42,0
8393,8530.82,19,2338,2,1,8.63,0
8394,2614.91,23,1675,4,1,29.39,0
8395,3147.25,0,1332,1,1,13.99,0
8396,9070.25,19,1024,3,0,16.14,0
8397,7227.46,5,2332,0,1,2.67,0
8398,627.69,20,1933,3,0,6.72,0
8399,1259.23,21,373,3,0,4.73,0
8400,123.1,11,94,1,1,10.0,0
8401,506.62,23,2464,0,1,2.87,0
8402,1246.41,20,1595,4,0,45.22,0
8403,4489.71,17,2095,0,1,17.26,0
8404,4194.89,6,662,1,0,39.2,0
8405,7066.77,14,1512,2,0,36.8,0
8406,341.09,23,981,1,0,5.56,0
8407,2547.67,5,1935,1,0,31.29,0
8408,4680.16,22,819,2,1,24.41,0
8409,2052.05,10,544,0,0,41.1,0
8410,284.57,9,266,0,1,11.58,0
8411,11845.54,0,848,1,1,54.15,0
8412,1569.47,18,1889,0,0,15.48,0
8413,1515.17,14,1004,1,0,20.16,0
